,Text,Cluster
1335576407984967680,RT @divaxblink: this is why we vote! blackpink won best female group and best dance performance with hylt.,2
1335576407989231621,@jsolomonReports ATTN: PRESIDENT TRUMP *SWAMP MONSTERS EVERYWHERE! YOUR LIB SON IN LAW IS WORTHLESS! *WHERE IS HUNTERS LAPTOP? HA  *WRAY IS WATCHING HUNTERS PORN OVER AND OVER A YEAR NOW! *BANANA*! *How did a repair shop obtain Hunter Biden's alleged laptop? https://t.co/j60vHKadii via @YouTube,2
1335576408190554112,"RT @MTNYellostar: The final six contestants have put in their blood, sweat and tears into these performances and it only comes down to you…",2
1335576408198811649,"RT @NidhiPr62181707: I vote #ParamSingh for #Haiwaan
#TVPersonalityWithRajBaddhan
@RajBaddhan 
@SabrasRadio 
@BizAsia
644",1
1335576408261881856,RT @sanasohyohyo: Yeh fuck that y'all didn't even vote do better my ass :),2
1335576408278642689,"RT @Liz_Wheeler: If you're conservative, you'll vote for Loeffler &amp; Perdue in GA. If you refuse to vote, then your actions are indistinguis…",0
1335576408287023104,@JasonMillerinDC @realDonaldTrump @nypost Georgia has been disloyal to President Trump. Write in President Trump on your ballot to send a message,0
1335576408316289029,RT @gatewaypundit: STUNNING: Michigan and Pennsylvania Secretaries of State Gave Zuckerberg's Rock the Vote Activists Access to Sensitive D…,2
1335576408349757449,RT @sunnysunlisa: TO ALL THE BLINKS WHO KEEP VOTING AND NEVER TRIED TO VOTE AND STREAM I BADLY WANT TO KISS AND HUG YALL BCS THE PINKS DESE…,2
1335576408563855361,"RT @OtuGodson: We all preaching SoccaBet and odds but let’s all not forget tomorrow, GO AND VOTE FOR YOUR PARTY AND RETURN HOME SAFE ❤️😩 we…",2
1335576408677093377,RT @Transition46: We are thankful to Dr. Gilman and all the inspiring frontline workers who risk their lives to protect us during this pand…,2
1335576408865697793,RT @joshtpm: We need to start understanding that these are quite literally crimes. If you call up the vote counter and tell him to change t…,2
1335576408907796481,RT @robreiner: This can’t be stressed enough: Trump is out of his fucking mind.,0
1335576408928649217,"@PamalaKellerman @TrumpChecker3 @atrupar Can President Biden, when inaugurated, tear up all of trump's EOs?",0
1335576408957935621,RT @klizmiz1: @realTuckFrumper Here's copy without mark on Biden's face. https://t.co/fS4mnTKB85,2
1335576409016766465,RT @LLinWood: Every voter has to make his or her own decision. Massive fraud occurred in 11/3 election. I see even greater fraud in motion…,0
1335576410199486464,"@realDonaldTrump .
.
For the first time in history, America will receive their Christmas presents AND celebrate the beginning of the New Year on the same date, January 20th, 2021.
.
.
.
.
.
.
.
.
.
.
.
.
President Joseph Biden's inauguration.",0
1335576410216427526,"RT @bradheath: @maggieNYT This whole theory seems to hinge somehow on Democrats, Venezuelans, a Republican governor and various others only…",2
1335576410249961472,"RT @MollyJongFast: We knew the trump administration was going to completely Fuck up the roll out of the vaccines, right? https://t.co/UypDH…",0
1335576410346307584,"RT @ChatChristi: FIGHT FOR TRUMP 
Pass it on ..",0
1335576410514214912,"RT @ericgarland: BWAAAHAHAHAHAAAAAAAAAAA lying at deposition, such a good sign 😂😂😂🤣

F https://t.co/L6LPu0Rr7R",2
1335576410518298627,WooHoo!!! https://t.co/LbNRgCzhw7,2
1335576410543501313,"RT @atrupar: ""Everything that we've archived is on the line on June 5th,"" Trump says, referring to an election that's in January https://t.…",0
1335576410581135360,"RT @RC125: Let us ""Vote For Only Abijeet"" and make him the Winner of BB4 #LoneWarriorAbijeet #Abijeet https://t.co/IsCrHEzE32",2
1335576410665181184,Get her @RudyGiuliani https://t.co/K3XVoeSh8z,2
1335576410715348995,"onces dw we didnt win cuz we didnt vote, its just other ppl lack taste",2
1335576410770038785,"@JoeBiden You had eight years in the White House and the American people suffered while your garbage America LAST policies sent jobs overseas and imported foreigners to take our jobs here.

Fk off. We tired of your malaise and hired Trump, who fixed it by putting AMERICANS first.",2
1335576410799271940,Trump campaigns in Georgia for Republican candidates https://t.co/AEMxX6nW0j via @YouTube,0
1335576410832973824,"RT @AngelWarrior321: #FightForTrump 

[VIDEO] Most Powerful Moment of GA Rally: Crowd Interrupted Senate Candidate Perdue, Chanting “Fight…",0
1335576410883321856,RT @mindnotforrent: Chinese laughter that Biden is elected,0
1335576410908479491,"RT @paleofuture: Admittedly, a lot of the Republican agenda in the 1980s was built on subtext and plausible deniability. Those are obviousl…",2
1335576410933628928,RT @ernie_plumley: Daaang! This is that same rep that tried to discredit witnesses that I talked about a couple days ago. Looks like she’s…,2
1335576410971381770,RT @realRyanPence: Umm is that who I think it is the senator from Georgia? The democrat👀 https://t.co/oplSutSlER,2
1335576411101306880,"RT @sianetta: Only Democrat #WhistleBlowers are revered and protected 

#SNL is shameless and truly a disgusting display of anti Americanis…",2
1335576411126448128,Good! https://t.co/Z63YBCRWdG,2
1335576411139084288,"RT @JohnFugelsang: Dear Historians Of The Future:

America’s about to transition from Trump getting credit for economic trends that began u…",2
1335576411235643392,@JoeBiden Tell that to DICTATOR @SpeakerPelosi who held up assistance for Americans!!!,0
1335576411269115904,"RT @Robertl01464344: @realDonaldTrump @SidneyPowell1 @LLinWood @RudyGiuliani @JennaEllisEsq 

A Dominion Voting machine has been,,, examine…",0
1335576411365666816,"RT @CopingMAGA: Trump really blew $3,000,000 to give Biden 132 more votes, that has to be the L of the decade.",0
1335576411432775680,"RT @EricMMatheny: If Purdue and Loeffler make it to the Senate, they won’t arrive by car or plane. They will ride in on Donald Trump’s coat…",0
1335576411499679747,RT @grantstern: What could possibly go wrong? #MAGAIsCancelled https://t.co/jalBtqUm8v,2
1335576411587940355,RT @catturd2: Why is Trump’s legal team doing the job of the FBI and DOJ?,0
1335576411646603265,A List of Literal Criminals Biden is Putting in the White House | News American Patriot https://t.co/VYnmA6bJJz,0
1335576411743035403,"I vote #RandeepRai for #DilSamundar 
#TVPersonalityWithRajBaddhan @RajBaddhan @SabrasRadio @BizAsia

This",1
1335576411810172930,@VaGyver I dont doubt there are thousands of MAGAts pleasuring themselves each day to photos of her high end modeling gigs. If Trump ever found out he would seek royalties.,2
1335576411936071687,"RT @biyibjorn: #EndSARS protests na just protests. Quit thinking it will effect any political change.
The backwater people y'all think you'…",2
1335576411944390656,"RT @LLinWood: To be clear, I said @KLoeffler &amp; @sendavidperdue should earn GA Patriots vote by demanding that @BrianKempGA order special se…",0
1335576411957030912,RT @realDonaldTrump: Great job Dan. People are watching! https://t.co/5SiKOq3HoQ,0
1335576411990581249,Trump would have already been hanged in the town square along with his Russian handlers. https://t.co/eroKKuZ5Ex,2
1335576411990601733,RT @TomJChicago: Trump was incoherent &amp; delusional during his GA rally. He will continue to worsen. This an opportune time for another Repu…,0
1335576412024082434,@KBAndersen I am wondering what will happen when the Trump Republicans wake up and realize that all Trump has been doing for last 4 years is ripping them off. Will we have to wait another 2-3 years when he has taken their money and doesn’t run again?,0
1335576412061794305,RT @divaxblink: this is why we vote! blackpink won best female group and best dance performance with hylt.,2
1335576412070289409,RT @MeidasTouch: It’s official: this ad will be airing on TV multiple times tonight around the Georgia Senate debate! Vote out the heartles…,2
1335576412149964800,all they do is complaining ? like vote if you want them to win,0
1335576412196057089,"RT @newsmax: .@DickMorrisTweet tells Newsmax TV he spoke to the President last night, and Trump has ""expressed determination to keep going…",0
1335576412401639425,"@KamalaHarris @JoeBiden And then more doom, despair and agony",2
1335576412674084864,"RT @dharashrami: Protect this Cutie ♥️
I vote #VishalVashishtha for Ishq Mein Marjawan 2 

#TVPersonalityWithRajBaddhan

@BizAsia @SabrasRa…",1
1335576412749705219,"@Rubicon1313 @Texy_Liz @Djangomydog @sergeivote @katibug817 @PukeonTrump @Henness87 @artemis22 @Cathereni @Peatches66 @carlos @OhJoSo2 @mjcaggi2012 @collieflower922 @azgrl007 @vantahku @PappyParki @sylviacanty @beinggerric @MALIHAMED1 @MattInCincy513 @smom_sara @MrM_1970 @SDDNP Sunday Stupidity of #DopeyDon:

-Trump loses in Court again on Election
-Holds another Super Spreader Event 
-Spreads Lies and Deception in GA
-Calls GA Gov to overturn Electoral Votes breaking the Law
-#COVID19 282K+Dead 14.2M+Infected

#UNMAGA
#HumptyTrumpty
#TrumpIsPathetic",2
1335576412863029248,RT @WalshFreedom: DONALD TRUMP IS A TRAITOR.,0
1335576413076766722,"RT @StevenBeschloss: Trump stands on a stage claiming he won the election in front of crowds without masks and jammed close, as if the Covi…",2
1335576413076942848,@momsapatriot @JohnWHarvey2 @Colsen54 @WSJ Can't forget Individual 1: https://t.co/E6a6bOzgYb,2
1335576413148073986,"RT @Lrihendry: Being reported in GA, 10,315 voters died before the election, 66,248 were under the age of 18 and 40,279 people changed coun…",0
1335576413148127235,RT @chaengberyy: and the other onces stop guilt tripping saying it's because onces didn't vote WE DID OUR BEST and that's that. move on and…,2
1335576412963524611,And yet Joe Biden and Kamala Harris won in Georgia despite all the obstacles and targetted voter suppression finally being brought to light.  @aclu @DemocracyDocket #GeorgiansVoteRevWarnockAndOssoffToSaveAmerica https://t.co/Y5pU0VMuny,2
1335576413064339457,"RT @Rasmussen_Poll: Morning Update: 
- Over 700 sworn affidavits
- Cover 5+ key battleground states
- Ballot signature verification audits…",2
1335576414268006405,"Joe Biden says the stimulus package being negotiated 'would be better' if it included a fresh wave of $1,200 payments - and suggests they are still in the mix https://t.co/8m4tQve5vL",2
1335576414444089346,"RT @MSNBC: .@MaddowBlog: If Pres. Trump believes Sen. Romney was “slaughtered” and “destroyed” in 2012, which words would he use to describ…",2
1335576414456705027,"RT @sahouraxo: Ron Paul calls on Trump to pardon Julian Assange and Edward Snowden: 

“Edward Snowden and Julian Assange are not criminals.…",2
1335576414578495489,"@JoeBiden Thank you for understanding the struggle, Joe. Looking forward to seeing your progress as president! 💗💗",0
1335576414595276800,He needs to be removed from office https://t.co/vgZATxqhW9,2
1335576414603665409,"So many  patriots  died before  to defend  the integrity  of the Democracy in America.
Democrats  don't care  about it
They don't care  about  citizens
 I believe  they  underestimated president Trump and get caught.
For God,  Justice will be served, and many will be put in Jail. https://t.co/95Ox8f2ixV",0
1335576414612037639,"RT @ashishthaifans: I vote #AshishSharma for  Modi2 Journey of A Common Man  #TVPersonalityWithRajBaddhan 
@BizAsia @SabrasRadio @RajBaddha…",2
1335576414645604356,RT @IAmLeoGlaze: Emmett Till &amp; Joe Biden were born 1yr apart. Think about that.,0
1335576414788214786,"@montaga @GOP @realDonaldTrump Here’s a number:  82,000,000 voted for Joe Biden and Kamala Harris. 🌊🇺🇸🌊",0
1335576414930735105,"@WTOL11Toledo Ooh.. Fake news again! Why don't you actually tell the world what's really going on! 
https://t.co/nfI7dabC7G",0
1335576414985179138,"RT @Trey_VonDinkis: . 
🗳️ LEFTIST ELECTION CRIME - DOMINION PROMISED LEFTISTS a ""WIN""

Confirmed Emails show Dominion Executives Met with C…",2
1335576415161507853,"@RTMannJr I refused to watch, beyond a peak at the maskless crowd--talk about ""a spreader event""--but mother-in-law, who watched bits and pieces from last night on CNN this morning, said that Trump was ""desperate.""  No doubt. The long arm of the State of New York is coming.",2
1335576415199170561,"RT @EricMMatheny: If Purdue and Loeffler make it to the Senate, they won’t arrive by car or plane. They will ride in on Donald Trump’s coat…",0
1335576415287320577,"RT @jstrange1925: @DanPriceSeattle Kudos to Guy Fieri, but lets be clear, it's not ""Congress"" who has failed  working people, it's Mitch Mc…",2
1335576415316619266,RT @Daytobehappy: Republicans in Georgia cannot stick their nose up in the air and not vote in the runoff because if they do the Senate wil…,2
1335576415354359808,"RT @dbongino: It’s Sunday, December 6th 2020, and the Obama/Biden administration was the most corrupt in US history.
#Obamagate",0
1335576415417282560,"RT @catturd2: That Trump rally must’ve really triggered the trolls - 

They’re out in force this morning crying those big crocodile tears 😂",0
1335576415417356290,RT @realDonaldTrump: And getting a total pass from the media! https://t.co/LyQBuhJq46,0
1335576415664664576,"RT @loyaltoemraan: I vote #VishalVashishtha for Ishq Mein Marjawan 2 

#TVPersonalityWithRajBaddhan

@BizAsia @SabrasRadio @RajBaddhan 💫💫💫",1
